Question,Confirmation,Factoid,List,Causal,Hypothetical,Complex
Have adolescents reported more sexual or social events to researchers?,0,0,0,0,0,1
Do American historians minimize or attribute the importance of Freemasonry in the cause of the American Revolution?,1,0,0,0,0,0
Why did the plane have to land twice before reaching Bermuda?,0,0,0,1,0,0
Why did the definition of film speeds change considerably?,0,0,0,1,0,0
Do adolescents associate with 'cliques' on a large or small scale?,0,0,0,0,0,1
What type of measurements are used to quantify the distance between measurements?,0,1,0,0,0,0
Did the glass industry have a preference for older working boys?,0,1,0,0,0,0
Why are alloys used to make metal rather than stamping dies?,0,0,0,1,0,0
Name some adverse effects?,0,0,1,0,0,0
Are child artists an exception to the laws with regards to child labour?,1,0,0,0,0,0
How old was Athanasius when he was chosen as Patriarch?,0,1,0,0,0,0
Lack of school and this are the primary causes of child labour,0,0,0,1,0,0
IBM has worked with architects and designers such as Ludwig Mies van der Rohe I.M. Pei and Van der Rohe. Name one more.,0,1,0,0,0,0
English firms were allowed to trade with India unless?,0,1,0,0,0,0
Why wasn't agriculture successful?,0,0,0,1,0,0
Do detritivores have a direct impact on \don\ organisms?,0,0,0,0,0,1
Why may older adults quit doing activities the love?,0,0,0,1,0,0
Can you name some pure water solutions?,0,0,1,0,0,0
Why is Chan suing the Hong Kong government?,0,0,0,1,0,0
Are all welcomed to practice faith openly in Burma?,1,0,0,0,0,0
Name a sub-group of the Charismatic Movement.,0,0,1,0,0,0
Is there evidence to support a drop in self-esteem during adolescence?,1,0,0,0,0,0
Where did Weissenbach and his colleagues work?,0,1,0,0,0,0
Why type of anthropology is the study of social organization a central focus of?,0,0,0,1,0,0
Why did Chrysler discontinue use of the Hifi 16 2/3 rpm record?,0,0,0,1,0,0
Name a University located in the city?,0,0,1,0,0,0
This language is the official dialect of worship for the traditional sect for church worshipers of Greece?,0,1,0,0,0,0
Incomplete metamorphosis insects are called?,0,1,0,0,0,0
Can females be drafted into the military?,1,0,0,0,0,0
Why is this particular rule so controversial?,0,0,0,1,0,0
Name the devices that use IrDA to emit infrared radiation that is focused by a plastic lens into a narrow beam.,0,0,1,0,0,0
Why were republicans upset with Mann?,0,0,0,1,0,0
Name the nineteenth century English atheist?,0,1,0,0,0,0
Do mandolin notes decompose faster or slower than smaller string instruments?,1,0,0,0,0,0
Does having unprotected sex multiple sexual partners and poor communication increase or decrease individual and social risk?,0,0,0,1,0,0
Bath school of pharmacy founded in?,0,1,0,0,0,0
There's no single house without it?,0,0,0,0,0,1
Did the Whigs want to limit the monarch's power?,1,0,0,0,0,0
Why did the Spanish think that Vicuña would be an awful replacement for González-Páramo?,0,0,0,1,0,0
Are there exceptions to the official language of Texas?,0,0,0,0,0,1
Why do some cops use bicycles to patrol?,0,0,0,1,0,0
The average rainfall level of somerset ,0,1,0,0,0,0
Name a property that copper silver and gold have in common.,0,1,0,0,0,0
Do Haredi Jews tend to have large or small families?,0,0,0,1,0,0
What did those close to him call Bell?,0,1,0,0,0,0
Is latewood denser or less dense than earlywood?,0,1,0,0,0,0
Name a Jewish community that has completely disappeared?,0,0,1,0,0,0
Are other birds considered common in the poultry world?,1,0,0,0,0,0
Integer multiples are collectively called? ,0,1,0,0,0,0
Which popular global publisher utilizes sentence case for titles and headers?,0,1,0,0,0,0
Why were travelers often robbed under Fujiwara rule?,0,0,0,1,0,0
Are tin and glass considered to be environmentally friendly or environmentally harmful?,0,1,0,0,0,0
Why did Jesus sacrifice himself?,0,0,0,1,0,0
Are communications services in Somalia primarily concentrated in the public or private sector?,0,0,0,0,0,1
In what century was a differentiation made to clear up confusion about West Germanic languages?,0,1,0,0,0,0
Where is the average elevation 2000 to 3000 miles?,0,1,0,0,0,0
Why did this happen?,0,0,0,1,0,0
Why were they striking?,0,0,0,1,0,0
Can IRENE read vertically modulated information?,0,1,0,0,0,0
Why did Caray often playfully quarrel with Stone?,0,0,0,1,0,0
Does a sassafras tree typically have a thin or thick sapwood layer?,0,1,0,0,0,0
Why was Neuman rejected from joining US Army?,0,0,0,1,0,0
Name two more major events of the Seven Years' War in North America.,0,0,1,0,0,0
Why was Diane Watson in favor of the multiracial category?,0,0,0,1,0,0
Why did Gladstone resign?,0,0,0,1,0,0
What is SmartZone's email called?,0,1,0,0,0,0
What years did Spanish rule Guam?,0,1,0,0,0,0
Does a parent divorce during childhood or adulthood have a positive or negative effect on a person at the beginning of adulthood?,0,0,0,0,0,1
Identify two other French possessions captured by the British.,0,1,0,0,0,0
What do Type-A receptacles do on host devices?,0,1,0,0,0,0
Why were alternative energy sources judged uneconomical in 2001?,0,0,0,1,0,0
Why was the English order of the Dominicans so successful in England?,0,0,0,1,0,0
Name some historic private houses in the county ,0,0,1,0,0,0
Has Lexicon Technicum focused on theological and biographical entries or on science and technology?,0,0,0,0,0,1
Name the Digimon video game that was released in 1999.,0,1,0,0,0,0
Do people oppose the use of the new Webly stadium?,1,0,0,0,0,0
Why is Brasilia a good place for air sports?,0,0,0,1,0,0
Why does BYU's Winter semester end earlier than most colleges?,0,0,0,1,0,0
Is there a name for the specific venue?,1,0,0,0,0,0
By what means did Davis leave Richmond?,0,1,0,0,0,0
What was Spielberg's mother's career?,0,1,0,0,0,0
Why was there tension the day after the election?,0,0,0,1,0,0
Are documents generally exhausted on the date of publication?,1,0,0,0,0,0
Why did Jesus accept Crucifixion.,0,0,0,1,0,0
Did the special edition or DVD release make more money?,0,0,0,0,0,1
Why is it problematic that the 'coloured' population of Bermuda is now referred to as 'black' or 'African heritage'?,0,0,0,1,0,0
Are there non-academic programs in Yale residential colleges?,1,0,0,0,0,0
All ducks fly south for the winter?,1,0,0,0,0,0
Were EditDroid discs single or multi-sided?,0,1,0,0,0,0
Why couldn't the flying persons soul be their essence?,0,0,0,1,0,0
During her free time what did she play with?,0,1,0,0,0,0
Do any Roman structures still exist in our time?,0,1,0,0,0,0
List two alternatives to rotary stepper motors in printer applications.,0,0,1,0,0,0
A single device can provide a video device function such as?,0,1,0,0,0,0
Are these other languages learned in the United States as popular as Spanish?,0,0,0,0,0,1
Is there a single standard for SDTV color support?,1,0,0,0,0,0
Each persons perception of sound is called?,0,1,0,0,0,0
Why did Northwestern replace its original official colors of black and gold?,0,0,0,1,0,0
Does research favor or reject the hypothesis that adolescents and adults think about risk similarly but hold different values and therefore come to different conclusions?,0,0,0,0,1,0
Why is threatening an industry unhelpful according to Clarke?,0,0,0,1,0,0
Does Dutch use more or less Romance languages for its vocabulary than German?,0,0,0,0,0,1
A lamp with more energy in the yellow and red spectrum are known to be?,0,1,0,0,0,0
Did the Irish Parliamentary Party ever adopt the Parnellite model?,0,0,0,1,0,0
What is the term that the English use for the comics that come out of Belgian?,0,1,0,0,0,0
Why was there doubt about the Latin word?,0,0,0,1,0,0
Why are assistants used?,0,0,0,1,0,0
Did only Christians attend the school?,1,0,0,0,0,0
Are minority leadership roles specified closely?,1,0,0,0,0,0
Why did people choose not to assimilate into white society?,0,0,0,1,0,0
Can illegal pinning methods result in being disqualified?,0,1,0,0,0,0
Give an example of an animal that feeds off of other animals for reproduction?,0,1,0,0,0,0
Why was the 360 considered a market success for Microsoft?,0,0,0,1,0,0
Do a teenager's friends have a significant or minimal impact on their social development?,0,0,0,0,0,1
Does the government allow access to any desired media channels for residents?,1,0,0,0,0,0
"Do all regions perceive this term as ""black people""?",1,0,0,0,0,0
When did a fifth season begin airing in the United States?,0,1,0,0,0,0
If all countries adopted a universal basic income tomorrow what would be the immediate and long-term effects on global economies?,0,0,0,0,1,0
Were the Iranians united in their opposition?,0,0,0,0,0,1
Did women in the studies become aroused to heterosexual stimulation?,0,0,0,0,0,1
Can Welsh clubs participate in the competition?,1,0,0,0,0,0
Describe the command of Field Marshall James Keith,0,1,0,0,0,0
What country has the largest area of GM cotton on Earth?,0,1,0,0,0,0
Can true stacking be accomplished?,0,0,0,0,1,0
Have the people of Greece done anything to make the matter more palatable for the people of Asia?,0,0,0,1,0,0
Can you name some common vegetables used in Cyprus?,0,0,1,0,0,0
Why is inbreeding avoided?,0,0,0,1,0,0
Does either outcome of the Paradox of the Stone prove the existence of God?,0,0,0,1,0,0
Which company produced the Duo Famicom and the 19SC111 TV?,0,1,0,0,0,0
Why did millions of youth migrate to the urban areas of Iran in the mid 1970s?,0,0,0,1,0,0
Does a material violation suspend or terminate treaty relations?,1,0,0,0,0,0
Why does the scientific method rely on its certainty?,0,0,0,1,0,0
Is Donax Arundo a sugar cane or monocot plant?,1,0,0,0,0,0
Why did kings increase the tax rate during this period?,0,0,0,1,0,0
What does tort not overlap with?,0,1,0,0,0,0
Does physical aggression decline or increase during high-school college and early adulthood?,0,0,0,1,0,0
Why was Shtokavian the most widespread culture in the western Balkans?,0,0,0,1,0,0
Did the followers of Meletius obey the guidelines of Nicaea?,0,0,0,1,0,0
Why did Zeus strike down Asclepius with a lightning bolt?,0,0,0,1,0,0
Why does inert gas reduce efficiency?,0,0,0,1,0,0
Where does Oklahoma rank by population?,0,1,0,0,0,0
What did traditional Jewish religious services in the Synagogue include?,0,1,0,0,0,0
Was firmware update 3.12 optional or mandatory if users wanted to continue accessing the PS Network?,0,0,0,1,0,0
Which president created a policy of non-discrimination for defense contractors?,0,1,0,0,0,0
Why are LEDs preferred for machine vision systems?,0,0,0,1,0,0
Has a Welsh team ever won a competition?,0,1,0,0,0,0
Did the Roman world consider one ethnocentric lineage to be a great concern?,1,0,0,0,0,0
What happened in 1877?,0,1,0,0,0,0
Do early or late maturing girls have more unwanted pregnancies?,1,0,0,0,0,0
Are all multicultural Americans aware of their legacy?,1,0,0,0,0,0
Why did the Soviet Union complain about the action of the US to the UN Security Council?,0,0,0,1,0,0
By having 3 members on the council in Calcutta from the British Government they were always able to ____ the two EIC members?,0,0,0,0,0,1
What would happen if the voltage difference from collector and emitter were zero?,0,0,0,0,1,0
Is asthma worst during the day or at night time?,0,1,0,0,0,0
Why is competition so fierce between related species?,0,0,0,1,0,0
Why are alloys used to make stamping dies rather than metal?,0,0,0,1,0,0
Why did Whitehead view the existence of God as a necessity for his mathematical system?,0,0,0,1,0,0
This centralized system makes plant interactions possible?,0,1,0,0,0,0
There is newspaper company within the city that runs monthly it's name ?,0,1,0,0,0,0
Do defending champions get to play in the following year's Champions League if they don't have enough wins to qualify?,1,0,0,0,0,0
List three natural attractions of Nanjing.,0,0,1,0,0,0
What was the first manufactured fiber?,0,1,0,0,0,0
Why wasn't Nintendo accused of antitrust behavior?,0,0,0,1,0,0
Are masons allowed to disclose the secrets of each degree?,1,0,0,0,0,0
Why couldn't the French and English take control of the field?,0,0,0,1,0,0
Why did Paula Abdul appear on the season nine finale of American Idol?,0,0,0,1,0,0
Is Egypt able to support its own energy production?,1,0,0,0,0,0
Why did Feynman decide to turn down an offer from the Institute of Advanced Study?,0,0,0,1,0,0
Why did many Armenians leave Iran?,0,0,0,1,0,0
Why did medical professionals advise against using an anaesthetic during childbirth?,0,0,0,1,0,0
Why did China purchase the STOBAR carrier Liaoning in 1998?,0,0,0,1,0,0
The county's first football team is,0,0,0,0,0,1
In what year did the Boy Scouts give Spielberg their Distinguished Eagle Scout Award?,0,1,0,0,0,0
Would the Comitia Centuriata sometimes be called upon to serve as the Supreme Court of Appeal?,1,0,0,0,0,0
What entertainment medium did Edgar Fields and W.C. Bergen come from?,0,1,0,0,0,0
Are prices at these outlets generally higher or lower than street prices?,0,0,0,0,0,1
Why did the anti-miscegenation not insure that there was no interracial mixing?,0,0,0,1,0,0
Name a National Park in Florida,0,0,1,0,0,0
Name a compound that can mobilize sold copper?,0,1,0,0,0,0
Is Southampton's crime rate above or below the national average?,1,0,0,0,0,0
Does Geza Vermes believe that there is a valid argument against the existence of Jesus?,0,0,0,0,0,1
What part of Dukkha deals with pain?,0,1,0,0,0,0
Was Gaddafi's education free?,0,1,0,0,0,0
Why was the Greater London Council established?,0,0,0,1,0,0
Why was a solar eclipse impossible?,0,0,0,1,0,0
What statues are near the ones of teachers and educators?,0,1,0,0,0,0
The CRTC stated that the CBC refused to move their operating channels from what positions?,0,1,0,0,0,0
Why couldn't the confederacy defend their ports?,0,0,0,1,0,0
Does Dutch borrow more or less from Romance languages for its vocabulary than German?,0,1,0,0,0,0
Why would a theory be true with lower probability?,0,0,0,1,0,0
Did Athanasius want to be the Saint of Alexandria?,1,0,0,0,0,0
Is Ireland never led by a coalition government?,1,0,0,0,0,0
Why did Gamper want Barcelona to acquire a stadium of its own?,0,0,0,1,0,0
Why did Soviets create real elections in Poland?,0,0,0,1,0,0
Where were the letters DEC in place?,0,0,0,0,0,1
Has the impact team objective been achieved?,1,0,0,0,0,0
Did he act alone?,1,0,0,0,0,0
Why were acids restricted?,0,0,0,1,0,0
Wendy started broadcasting a fifth season in the United States?,0,0,0,0,0,1
Why does thermosphere past the Karman line vary so greatly?,0,0,0,1,0,0
Whare is the average elevation 2000 tp 3.000 miles?,0,1,0,0,0,0
What type of naval ships did the South and North Koreans have?,0,1,0,0,0,0
Do the tidal water glaciers sink above or below sea level?,0,0,0,0,0,1
Did Amendment 36 get passed?,1,0,0,0,0,0
Name one airport that offers inter-terminal transportation.,0,1,0,0,0,0
Are the bacteria found on poultry easy to remove?,1,0,0,0,0,0
Is sapwood the younger or older wood in a tree?,1,0,0,0,0,0
Can short-range bluetooth accessories be used?,1,0,0,0,0,0
Why did the FA decide to not use the new Wembley in 2003?,0,0,0,1,0,0
Did the elections take place impartially in Burma in 2010?,1,0,0,0,0,0
Does chicken raised by the intensive broiler method suffer from health conditions?,1,0,0,0,0,0
Where were the letters DEC in position?,0,0,0,0,0,1
Can women be recovered from the army?,1,0,0,0,0,0
Can the defending champions play in the next year's Champions League if they don't have enough wins to qualify?,1,0,0,0,0,0
Why did the Luftwaffe fail to locate their targets?,0,0,0,1,0,0
Why did the Soviet government fear the governments of France and Britain?,0,0,0,1,0,0
The system was able to provide positioning data between 55 E to 180 E longitude and ______ latitude?,0,1,0,0,0,0
Is it the majority or minority opinion that two different standard languages existed and overlapped at a historic moment?,0,0,0,0,0,1
The first 3 industries in Nanjing are?,0,0,1,0,0,0
Feynman used this to protect his eyes during the test detonation,0,1,0,0,0,0
Is precipitation varied or uniform in Western Alaska?,0,1,0,0,0,0
Did the CAFS accelerator work as planned?,1,0,0,0,0,0
Name an example of a general-purpose DBMS.,0,1,0,0,0,0
Why were standard connectors designed to be so robust?,0,0,0,1,0,0
What would happen if the voltage difference between the collector and the transmitter was zero?,0,0,0,0,1,0
Does a high ranking on the HDI indicate shorter or longer life expectancy?,0,1,0,0,0,0
Name two diverse geographies that king George II had to protect.,0,0,1,0,0,0
Why did the French want a Swiss bank president?,0,0,0,1,0,0
Why was Prince Hall Freemasonry outlawed?,0,0,0,1,0,0
Street lights help reduce?,0,1,0,0,0,0
Why would zinc possibly be derived from the German word zinke?,0,0,0,1,0,0
Why did the political ties between United Kingdom in Hanover and ?,0,0,0,1,0,0
Why did Melo demarcate the region for production of Port?,0,0,0,1,0,0
What is early Islamic metaphysics imbued with?,0,1,0,0,0,0
Why can indoor activities take place all year in Miami?,0,0,0,1,0,0
Are townhouses condominiums and apartment buildings found more prevalent in the metropolitan area or outside the city?,0,0,0,0,0,1
What style of building is the Chambre de commerce et d'industrie?,0,1,0,0,0,0
Have any other countries ever established a foot hold in Burma?,0,1,0,0,0,0
Economic conditions and societal inequality has caused the CBC to ignore this problem?,0,0,0,1,0,0
Does a person's memory capacity increase with age?,1,0,0,0,0,0
What business was the title sponsor of the AFL?,0,1,0,0,0,0
What do federal agencies enact for rulemaking purposes?,0,1,0,0,0,0
Does God have a gender?,1,0,0,0,0,0
Have other countries already participated in the competition?,1,0,0,0,0,0
Does the amount of white matter in the brain increase or decrease over the course of adolescence?,0,1,0,0,0,0
Is there a bilingual state?,1,0,0,0,0,0
What must the offence do within 10 yards or forfeit the ball?,0,1,0,0,0,0
How would the education system change if students could download knowledge directly to their brains?,0,0,0,0,1,0
Why did the Nigerian military regularly make payments to Shell?,0,0,0,1,0,0
Name an example of an insect that undergoes complete metamorphosis?,0,1,0,0,0,0
Queen on Fire included this 1982 concert?,0,1,0,0,0,0
Did the Liverpool Club rank in the Champions League in 2005?,1,0,0,0,0,0
What paid for Nigeria's fourth satellite?,0,1,0,0,0,0
What system are Little Island Mallow Midleton Fota and Cobh stations of?,0,1,0,0,0,0
Was Wesley Clark influential in gathering the Democratic backing?,0,0,0,1,0,0
Have the critics called painting \Virgil Read the Aeneid\ a great success or a failure?,0,0,0,0,0,1
Why did Poland accept the proposal of the Soviet Union protecting them from a German Attack?,0,0,0,1,0,0
What would the consequences be if gravity was half as strong as it is now?,0,0,0,0,1,0
Underwood dynasty was old Persian the official language?,0,1,0,0,0,0
Is Melbourne known for changeable or steady weather patterns?,0,1,0,0,0,0
Why did the US have troops on Okinawa?,0,0,0,1,0,0
Why did Morse retire?,0,0,0,1,0,0
Why is Barack Obama no longer a registered lobbyist?,0,0,0,1,0,0
Why was a gap left at the mouth of Leyden jars?,0,0,0,1,0,0
Why were sales of the Power Mac G5 Cube slow?,0,0,0,1,0,0
Was Hebb's thought of the relationship between short and long term memory true?,0,0,0,0,0,1
Did Eton's official statement say that they took the matter seriously or frivilously?,0,1,0,0,0,0
Why do cells have difficulty staining with dyes?,0,0,0,1,0,0
Who agreed to the execution of the eunuchs?,0,1,0,0,0,0
Why was U Wisara involved in a resistance movement of such extremes?,0,0,0,1,0,0
Did any other ancient cultures also leave behind evidence of existence in Myanmar?,1,0,0,0,0,0
Why did the Romans decide to withdraw their forces from Greece?,0,0,0,1,0,0
Is earlywood usually lighter or darker than the part of the growth ring that forms later in the season?,0,1,0,0,0,0
Why did King James I licence other trading companies from england?,0,0,0,1,0,0
Why some sections of Bakerloo and District lines were rewired to three-rail system?,0,0,0,1,0,0
Do Venezuelans still come to America for the same reasons as they did before?,1,0,0,0,0,0
Can the members of the lower house be impeached directly or indirectly?,0,0,0,1,0,0
Why did muticultural Americans hide their heritage?,0,0,0,1,0,0
Has the country been able to overcome the problems of government with the previous regime?,0,0,0,1,0,0
Name another race in Florida,0,0,1,0,0,0
Did the FBI increase electronic surveillance?,1,0,0,0,0,0
Does the IHDI measure the 'unaverage' or the 'lack of potential' level of human development?,0,1,0,0,0,0
Was the Goal of the Impact Team carried out?,1,0,0,0,0,0
While working does DBMS store information in one place?,0,1,0,0,0,0
Have working children received anything from Christian missionary schools?,1,0,0,0,0,0
Do young trees grow more quickly in open stands or in a closed forest?,1,0,0,0,0,0
Why did Green make a deal to shore up the starting rotation?,0,0,0,1,0,0
Are all small streams in New Haven active during the four seasons?,1,0,0,0,0,0
Why did the psychiatric clinics close?,0,0,0,1,0,0
Do you consider the aesthetic elements alone in the design of architectural lighting?,0,0,0,0,0,1
Are adolescents or children more bound to concrete events?,0,0,0,0,1,0
Why have energy sector regulators not become a key facilitator of renewable energy investments?,0,0,0,1,0,0
Is Ireland ever not led by a coalition Government?,1,0,0,0,0,0
Name some cities downstream of the Yangtze river that are to the east of Sichuan.,0,0,1,0,0,0
Are the speed limits on I-19 marked in miles or kilometres?,1,0,0,0,0,0
Why was standard code useful for paper tape?,0,0,0,1,0,0
Do incandescent lamps emit more or less the same amount of light as they age?,1,0,0,0,0,0
Hoe does she describe Oprah Winfrey?,0,0,0,0,0,1
Is there evidence to support a decline in self-esteem during adolescence?,1,0,0,0,0,0
What is the the Information Management Group responsible for?,0,1,0,0,0,0
What device can't be used to discharge large voltage capacitors?,0,1,0,0,0,0
Since 2003-04 has any club won all of its games like Arsenal did?,1,0,0,0,0,0
Why is duck more common than other poultry in the east society?,0,0,0,1,0,0
Does a halogen bulb operate at a higher or lower temperature than an incandescent?,0,1,0,0,0,0
Why have Jehovah's Witnesses sometimes been imprisoned?,0,0,0,1,0,0
Was Hebb's thought of the relationship between long and longer term memory true?,1,0,0,0,0,0
Could the 16:9 aspect ratio be easily resized by a normal LD drive or was the image significantly distorted?,0,0,0,0,0,1
Are trials considered internal or external exams?,1,0,0,0,0,0
Why does the Geul River contain heavy metals in a significant amount?,0,0,0,1,0,0
How much light does a 13 W compact fluorescent lamp produce equivalent to an incandescent light bulb?,0,1,0,0,0,0
Has the cause of sexual orientation been found?,1,0,0,0,0,0
Why have some species spread naturally far beyond their original ranges?,0,0,0,1,0,0
When was the first Idol Gives Back?,0,1,0,0,0,0
Did Arians have one set of beliefs?,1,0,0,0,0,0
What peaceful protest shaped his career?,0,1,0,0,0,0
The highest ranking persons title in British india is?,0,1,0,0,0,0
Does a low ranking on the HDI indicate shorter or longer life expectancy?,0,1,0,0,0,0
Did Mendelssohn and Spinoza judge religion on its moral fruits or logic of its theology?,0,0,0,0,0,1
Why did rulers and governments in Europe form universities?,0,0,0,1,0,0
Do the Docklands St. Kilda Road and Southbank have high-density or low-density forms?,1,0,0,0,0,0
These mandolin are used in unpopular dance music called?,0,1,0,0,0,0
Why is the ITP controversial?,0,0,0,1,0,0
Do domestic and wild geese look the same?,1,0,0,0,0,0
Why should the counsel received from the Governing Body be trusted?,0,0,0,1,0,0
What has helped to sabotage Thuringia?,0,1,0,0,0,0
Name 2 of the county gorges,0,0,1,0,0,0
Can visitors travel freely across the country?,1,0,0,0,0,0
Functioning as holder a light fixture can provide directed light and avoid?,0,0,0,0,0,1
Name some website or media companies located in Ann Arbor.,0,1,0,0,0,0
Is the current frequency higher or lower at high speed?,1,0,0,0,0,0
An example of an unaspirated stop is?,0,1,0,0,0,0
What modern brewers often first began as beer houses?,0,1,0,0,0,0
Did adolescents report more sexual or social events to researchers?,0,0,0,0,0,1
Was Jesus in the tomb exactly 72 hours?,0,1,0,0,0,0
Name the original Digimon anime.,0,1,0,0,0,0
Why are villages considering becoming car free zones?,0,0,0,1,0,0
IBM created the software framework known as?,0,1,0,0,0,0
What were Octavian's agent d'affaires called?,0,1,0,0,0,0
Has the seamount always been above sealevel?,0,0,0,1,0,0
Why is the ideal junction forward voltage lower?,0,0,0,1,0,0
Why have many US Air Force pilots opted to resign from active service?,0,0,0,1,0,0
From what state did the proposed council come from?,0,1,0,0,0,0
Name two of the oldest civilizations that textual criticism has focused on.,0,0,1,0,0,0
Are geese an important part of the poultry industry?,1,0,0,0,0,0
Did the GSDP of Delhi in 2011-12 increase or decrease from the previous fiscal year?,0,1,0,0,0,0
What words may people use for sexual identity?,0,1,0,0,0,0
was built in the 16th century?,0,0,0,0,0,1
What is the 'New Right'?,0,1,0,0,0,0
Does New Mexico have an official language?,1,0,0,0,0,0
What did Bell start drawing after reading the article?,0,1,0,0,0,0
Will the same size scratch cause more problems for a DVD or LaserDisc?,0,1,0,0,0,0
Does Melbourne have a strong or low dependence on the automobile?,0,0,0,0,0,1
Are Métis people classified as Black?,1,0,0,0,0,0
Why is there less crime in rural areas?,0,0,0,1,0,0
Is the grass snake or the smooth snake native to Ireland?,1,0,0,0,0,0
What would happen if all countries abolished their military forces simultaneously?,0,0,0,0,1,0
Pewter is mostly made up of?,0,1,0,0,0,0
The least populated areas of Utrecht,0,0,0,0,0,1
This produces many modes of vibration that occur simultaneously.,0,1,0,0,0,0
What was the name of The Verge's investigative series?,0,1,0,0,0,0
Has New Mexico had a majority of Spanish speaking natives?,1,0,0,0,0,0
Why did tigers became extinct in Sariska?,0,0,0,1,0,0
Name 2 rail companies that use the city as a hub?,0,0,1,0,0,0
Why does South London have such a high number of railways?,0,0,0,1,0,0
Who cast the Sanctus bell?,0,1,0,0,0,0
Why do broad winged birds avoid geographical barriers?,0,0,0,1,0,0
Why has there been a trend for secular Jews to become less religious?,0,0,0,1,0,0
Sufficient domestic renewable resources exist for what reason?,0,0,0,1,0,0
What US state allows the death penalty in its constitution?,0,1,0,0,0,0
Why did the US not send in ground troops after the United Nations approved the use of force?,0,0,0,1,0,0
Newborns are particularly susceptible to infections caused by?,0,1,0,0,0,0
Who commanded the Prussian 12 Cavalry Brigade?,0,1,0,0,0,0
Why was United Stated excluded from League of Nations Council?,0,0,0,1,0,0
Why did country borders not affect differences in style within Gothic architecture?,0,0,0,1,0,0
What political philosophy did Gaddifi create?,0,1,0,0,0,0
Is word order fixed or flexible in Pavla?,1,0,0,0,0,0
Where are the controls located on the 3rd gen iPod Shuffle?,0,1,0,0,0,0
Did Japan and Germany work closely together prior to 1944?,0,1,0,0,0,0
Why did Laemmle change his position on 'unclean pictures'?,0,0,0,1,0,0
Is that the term to favor strangers?,0,0,0,0,0,1
Are early or late maturing boys generally taller and stronger than their friends?,1,0,0,0,0,0
Were Christian prized among the non-Ottomans?,1,0,0,0,0,0
Do time savings sometimes minimize or amplify the disadvantages of normal time?,0,0,0,0,1,0
Name the six largest European ethnic groups in the city?,0,0,1,0,0,0
Is this identification factor for the official citizens of Greece still in force today?,1,0,0,0,0,0
Name the two women present with Mary at the Crucifixion of Jesus?,0,1,0,0,0,0
Why are the fruit fly and the nematode the most intensively studied metazoan model organisms?,0,1,0,0,0,0
Was there conflict of faith and beliefs at the end of von NEumann's life?,0,0,0,1,0,0
Why did Madrid cede the territory to the US?,0,0,0,1,0,0
Has the HDI been criticized for being biased towards Northern or towards Southern models of development?,0,0,0,1,0,0
Why did samurai avoid divorcing for reasons of dislike?,0,0,0,1,0,0
Did the Pope agree with this order?,0,0,0,1,0,0
Why was Mayor Bob Filner asked to resign?,0,0,0,1,0,0
Are communication services in Somalia mainly located in the public or private sector?,0,0,0,0,0,1
What is charged at KU's unspecialized professional schools?,0,1,0,0,0,0
Why did Justice Secretary Jack Straw begin the Masonic closure law?,0,0,0,1,0,0
IBM acquired digital assets of this company on October 28 2015.,0,1,0,0,0,0
Was firmware update 3.21 optional or mandatory if users wanted to continue accessing the PS Network?,0,1,0,0,0,0
"Is the upper quartile of the HDI considered to be ""low"" or ""very weak"" human development?",1,0,0,0,0,0
Along with geography and economics what variable often affects how much electricity an area uses?,0,1,0,0,0,0
In kilometers how long was the Plymouth Sound Breakwater?,0,1,0,0,0,0
Give an example of energy transformation.,0,0,0,0,0,1
Why do some cops use motorcycles to patrol?,0,1,0,0,0,0
Why does poverty raise your risk of nutrient losses?,0,0,0,1,0,0
Why was Ohio allowed to use a biblical passage as its motto?,0,0,0,1,0,0
What percentage of scientists from 1450–1650 in the Dictionary of Scientific Biography were taught in a university?,0,1,0,0,0,0
Was the practce behind the meaning of the Mary inception festivals taught at Universities of theology?,0,1,0,0,0,0
Why were mammals added to the protected species list?,0,0,0,1,0,0
"Do all companies use the term ""black"" in the same way?",1,0,0,0,0,0
Many of the most popular Digimon on?,0,0,0,0,0,1
Is the population density highest or lowest in a Mexican state?,1,0,0,0,0,0
Why did the Lander increase in power after 1933?,0,0,0,1,0,0
Why are divers attracted to Bermuda?,0,0,0,1,0,0
Was this always the case in American political addresses?,1,0,0,0,0,0
Why were many buildings covered with marble?,0,0,0,1,0,0
Does China have an impact on the government in Burma?,1,0,0,0,0,0
Name its political capital.,0,1,0,0,0,0
Has the rate of violent crime declined or increased over the past 10 years?,0,0,0,0,1,0
Do mandolin notes decay faster or slower than smaller string instruments?,1,0,0,0,0,0
Why did Pierce prefer the data-driven empiricist view?,0,0,0,1,0,0
Can states grant rights to citizens that are not defined by the constitution?,0,0,0,1,0,0
Why were the English clubs banned from European competition in the 1980's?,0,0,0,1,0,0
Does Greg believe a later work can be substituted for a earlier one?,1,0,0,0,0,0
Are the cocoa beans grown in Samoa high or low quality?,0,1,0,0,0,0
Why did George Bogle go to Shigatse in 1747?,0,0,0,1,0,0
Has the special edition or DVD release made more money?,0,0,0,0,0,1
What type of USAF aircraft is designed for long range airstrike attacks?,0,1,0,0,0,0
What continent stradled the south pole and extended towards the equator?,0,1,0,0,0,0
What is composed of two rotations?,0,1,0,0,0,0
Why were experiments done on luminiferous aether in the 19 Century?,0,0,0,1,0,0
From the '50s to the '80s was the field's focus devoted to describing patterns of behavior or explaining them?,0,0,0,0,0,1
